trial_id,algorithm,final_energy,success_flag,paradox_activity
50,Monte_Carlo,-6.646282442847287,False,0
51,Monte_Carlo,-7.639115192582842,False,0
52,Monte_Carlo,-8.047690800428342,False,0
53,Monte_Carlo,-6.243653195622785,False,0
54,Monte_Carlo,-5.656600668505669,False,0
55,Monte_Carlo,-5.796207833237322,False,0
56,Monte_Carlo,-8.274904532511693,False,0
57,Monte_Carlo,-7.5328973261917,False,0
58,Monte_Carlo,-6.63623119603501,False,0
59,Monte_Carlo,-5.734236822028697,False,0
60,Monte_Carlo,-7.770843932983405,False,0
61,Monte_Carlo,-7.359922567329344,False,0
62,Monte_Carlo,-8.64886896360844,False,0
63,Monte_Carlo,-8.774689273712939,False,0
64,Monte_Carlo,-5.962463848648122,False,0
65,Monte_Carlo,-5.201263960000848,False,0
66,Monte_Carlo,-7.200814170212467,False,0
67,Monte_Carlo,-5.695053942951166,False,0
68,Monte_Carlo,-6.593709564933312,False,0
69,Monte_Carlo,-8.003167656447173,False,0
70,Monte_Carlo,-6.59404615228822,False,0
71,Monte_Carlo,-4.946748806947642,False,0
72,Monte_Carlo,-7.150156454753931,False,0
73,Monte_Carlo,-4.909498881860391,False,0
74,Monte_Carlo,-10.767643145725641,True,0
75,Monte_Carlo,-5.949336493874687,False,0
76,Monte_Carlo,-6.97813410446656,False,0
77,Monte_Carlo,-7.518610290652214,False,0
78,Monte_Carlo,-6.971534912850297,False,0
79,Monte_Carlo,-9.882596480441249,True,0
80,Monte_Carlo,-7.407540642972516,False,0
81,Monte_Carlo,-6.600042399883555,False,0
82,Monte_Carlo,-5.0309483373618775,False,0
83,Monte_Carlo,-7.825578305583106,False,0
84,Monte_Carlo,-8.231891044050462,False,0
85,Monte_Carlo,-7.802459861018351,False,0
86,Monte_Carlo,-5.818437035217096,False,0
87,Monte_Carlo,-6.639748446476442,False,0
88,Monte_Carlo,-7.841664285273854,False,0
89,Monte_Carlo,-6.381425593641302,False,0
90,Monte_Carlo,-6.9640914309127435,False,0
91,Monte_Carlo,-5.743897013253955,False,0
92,Monte_Carlo,-8.082874331428293,False,0
93,Monte_Carlo,-7.558727005236875,False,0
94,Monte_Carlo,-7.64895141438502,False,0
95,Monte_Carlo,-9.148920927384966,False,0
96,Monte_Carlo,-6.685431612109594,False,0
97,Monte_Carlo,-6.734522618948155,False,0
98,Monte_Carlo,-7.092841160700554,False,0
99,Monte_Carlo,-7.428421986725206,False,0
100,Monte_Carlo,-9.08151903887058,False,0
101,Monte_Carlo,-7.688903451871502,False,0
102,Monte_Carlo,-7.579800323137476,False,0
103,Monte_Carlo,-8.223188176910266,False,0
104,Monte_Carlo,-7.325799996332412,False,0
105,Monte_Carlo,-6.534328800459646,False,0
106,Monte_Carlo,-4.459339738305257,False,0
107,Monte_Carlo,-6.855591062035425,False,0
108,Monte_Carlo,-6.73942945298813,False,0
109,Monte_Carlo,-7.204224282072634,False,0
110,Monte_Carlo,-9.786279701418657,True,0
111,Monte_Carlo,-7.137119425628903,False,0
112,Monte_Carlo,-7.015677706082562,False,0
113,Monte_Carlo,-3.6514610425205993,False,0
114,Monte_Carlo,-7.369305350693571,False,0
115,Monte_Carlo,-6.677833720732942,False,0
116,Monte_Carlo,-7.14859647758734,False,0
117,Monte_Carlo,-8.736149252667344,False,0
118,Monte_Carlo,-5.500048059678971,False,0
119,Monte_Carlo,-6.047293754238516,False,0
120,Monte_Carlo,-5.992555274139734,False,0
121,Monte_Carlo,-8.373142436712634,False,0
122,Monte_Carlo,-5.136087964689461,False,0
123,Monte_Carlo,-9.062591487909193,False,0
124,Monte_Carlo,-6.2784000686796215,False,0
125,Monte_Carlo,-4.03336212386603,False,0
126,Monte_Carlo,-8.486750855182963,False,0
127,Monte_Carlo,-7.89281682144388,False,0
128,Monte_Carlo,-6.960488088877302,False,0
129,Monte_Carlo,-7.8048659157626785,False,0
130,Monte_Carlo,-9.270928803492586,True,0
131,Monte_Carlo,-7.0040118352715615,False,0
132,Monte_Carlo,-8.587225199216547,False,0
133,Monte_Carlo,-6.436970597110745,False,0
134,Monte_Carlo,-8.387193927927324,False,0
135,Monte_Carlo,-4.930091832975444,False,0
136,Monte_Carlo,-8.19655460927073,False,0
137,Monte_Carlo,-7.550886122687945,False,0
138,Monte_Carlo,-5.9610758956824625,False,0
139,Monte_Carlo,-8.823210043007537,False,0
140,Monte_Carlo,-6.781556091554219,False,0
141,Monte_Carlo,-5.270000144004601,False,0
142,Monte_Carlo,-9.350476528385718,True,0
143,Monte_Carlo,-6.8415125980547735,False,0
144,Monte_Carlo,-6.736164088052207,False,0
145,Monte_Carlo,-6.005447979511765,False,0
146,Monte_Carlo,-8.831730995229314,False,0
147,Monte_Carlo,-8.948639258317986,False,0
148,Monte_Carlo,-6.369281808136343,False,0
149,Monte_Carlo,-6.684221457473539,False,0
150,Monte_Carlo,-6.7493100095157725,False,0
151,Monte_Carlo,-6.614972506704234,False,0
152,Monte_Carlo,-8.052034610209887,False,0
153,Monte_Carlo,-6.774844823974595,False,0
154,Monte_Carlo,-6.689698537381846,False,0
155,Monte_Carlo,-8.100091985236915,False,0
156,Monte_Carlo,-4.487915684397341,False,0
157,Monte_Carlo,-6.436633910723497,False,0
158,Monte_Carlo,-8.767824896083708,False,0
159,Monte_Carlo,-6.1808249479126385,False,0
160,Monte_Carlo,-8.46455433831825,False,0
161,Monte_Carlo,-5.998081554760567,False,0
162,Monte_Carlo,-5.477966189389634,False,0
163,Monte_Carlo,-8.248955245692395,False,0
164,Monte_Carlo,-5.751273419057949,False,0
165,Monte_Carlo,-6.522106702288902,False,0
166,Monte_Carlo,-5.949115776007714,False,0
167,Monte_Carlo,-4.4444898242844735,False,0
168,Monte_Carlo,-7.443543362404018,False,0
169,Monte_Carlo,-8.155230630100485,False,0
170,Monte_Carlo,-8.345320201475733,False,0
171,Monte_Carlo,-8.242134398951613,False,0
172,Monte_Carlo,-7.207942393179746,False,0
173,Monte_Carlo,-6.622387235256698,False,0
174,Monte_Carlo,-6.712632880937973,False,0
175,Monte_Carlo,-5.941943451349566,False,0
176,Monte_Carlo,-7.08179735137093,False,0
177,Monte_Carlo,-5.065052291979756,False,0
178,Monte_Carlo,-7.470519566533138,False,0
179,Monte_Carlo,-3.2917631667745337,False,0
180,Monte_Carlo,-6.224065713128991,False,0
181,Monte_Carlo,-8.300020578982796,False,0
182,Monte_Carlo,-8.599249497285557,False,0
183,Monte_Carlo,-6.424538618659541,False,0
184,Monte_Carlo,-7.412847899456191,False,0
185,Monte_Carlo,-6.100399308271071,False,0
186,Monte_Carlo,-6.437467325597037,False,0
187,Monte_Carlo,-7.201960477719622,False,0
188,Monte_Carlo,-8.285511205295766,False,0
189,Monte_Carlo,-9.22078611456021,False,0
190,Monte_Carlo,-7.725120932893829,False,0
191,Monte_Carlo,-5.901041687947139,False,0
192,Monte_Carlo,-6.800268758217714,False,0
193,Monte_Carlo,-8.844034290196783,False,0
194,Monte_Carlo,-6.857546703808345,False,0
195,Monte_Carlo,-6.560555668379628,False,0
196,Monte_Carlo,-8.337400410681585,False,0
197,Monte_Carlo,-6.884784851676261,False,0
198,Monte_Carlo,-7.0185077941756,False,0
199,Monte_Carlo,-8.700158416962871,False,0
200,Monte_Carlo,-6.599097695512403,False,0
201,Monte_Carlo,-6.314901663084472,False,0
202,Monte_Carlo,-5.583728259554611,False,0
203,Monte_Carlo,-5.624677127151136,False,0
204,Monte_Carlo,-9.028737115139927,False,0
205,Monte_Carlo,-8.412955055881172,False,0
206,Monte_Carlo,-6.378950625907876,False,0
207,Monte_Carlo,-6.380699668722907,False,0
208,Monte_Carlo,-6.378933239171532,False,0
209,Monte_Carlo,-2.0,False,0
210,Monte_Carlo,-6.3007532850295656,False,0
211,Monte_Carlo,-5.5102081037471615,False,0
212,Monte_Carlo,-5.764397531109516,False,0
213,Monte_Carlo,-6.188052248171882,False,0
214,Monte_Carlo,-7.541376942496483,False,0
215,Monte_Carlo,-6.0374430913094255,False,0
216,Monte_Carlo,-8.1819553003526,False,0
217,Monte_Carlo,-7.431546049436012,False,0
218,Monte_Carlo,-7.779508966960744,False,0
219,Monte_Carlo,-6.985376204859148,False,0
220,Monte_Carlo,-3.8594780066570875,False,0
221,Monte_Carlo,-9.714171269628446,True,0
222,Monte_Carlo,-6.139235733475681,False,0
223,Monte_Carlo,-9.357802219665512,True,0
224,Monte_Carlo,-7.760704612105206,False,0
225,Monte_Carlo,-5.575469164245687,False,0
226,Monte_Carlo,-7.010007973266352,False,0
227,Monte_Carlo,-8.608842689101028,False,0
228,Monte_Carlo,-8.101425192963955,False,0
229,Monte_Carlo,-6.148563151491453,False,0
230,Monte_Carlo,-8.122513284403992,False,0
231,Monte_Carlo,-6.796957974585235,False,0
232,Monte_Carlo,-7.036199424134661,False,0
233,Monte_Carlo,-8.012240486648144,False,0
234,Monte_Carlo,-4.098478274944544,False,0
235,Monte_Carlo,-6.212513368754784,False,0
236,Monte_Carlo,-9.935199621320649,True,0
237,Monte_Carlo,-6.838963959322801,False,0
238,Monte_Carlo,-8.026501050675742,False,0
239,Monte_Carlo,-5.906593331285286,False,0
240,Monte_Carlo,-8.209529033805781,False,0
241,Monte_Carlo,-7.260631018053658,False,0
242,Monte_Carlo,-6.393017809427359,False,0
243,Monte_Carlo,-5.88794272816183,False,0
244,Monte_Carlo,-8.780414969878086,False,0
245,Monte_Carlo,-7.568301730177327,False,0
246,Monte_Carlo,-7.764923435625338,False,0
247,Monte_Carlo,-8.014660925603197,False,0
248,Monte_Carlo,-4.628364063606464,False,0
249,Monte_Carlo,-6.533025604654662,False,0
250,Monte_Carlo,-8.865237536069063,False,0
251,Monte_Carlo,-5.814993274123314,False,0
252,Monte_Carlo,-4.1289813241823135,False,0
253,Monte_Carlo,-5.6545486352283945,False,0
254,Monte_Carlo,-9.227117952335618,False,0
255,Monte_Carlo,-7.777927702012752,False,0
256,Monte_Carlo,-5.326324391138728,False,0
257,Monte_Carlo,-8.090737251866292,False,0
258,Monte_Carlo,-6.47865280059528,False,0
259,Monte_Carlo,-6.015512325198928,False,0
260,Monte_Carlo,-8.397702660209315,False,0
261,Monte_Carlo,-7.18333549848652,False,0
262,Monte_Carlo,-11.637774276096701,True,0
263,Monte_Carlo,-8.534142697868006,False,0
264,Monte_Carlo,-7.453595411950424,False,0
265,Monte_Carlo,-8.84689645475079,False,0
266,Monte_Carlo,-4.814624174495711,False,0
267,Monte_Carlo,-9.102197929144886,False,0
268,Monte_Carlo,-7.716062281375777,False,0
269,Monte_Carlo,-6.916963191799471,False,0
270,Monte_Carlo,-5.082217395307438,False,0
271,Monte_Carlo,-9.110207011651214,False,0
272,Monte_Carlo,-5.471570746983057,False,0
273,Monte_Carlo,-7.085673714572578,False,0
274,Monte_Carlo,-8.47411211146713,False,0
275,Monte_Carlo,-6.453055136031421,False,0
276,Monte_Carlo,-6.821316426197142,False,0
277,Monte_Carlo,-7.9403036280223125,False,0
278,Monte_Carlo,-7.002277081013974,False,0
279,Monte_Carlo,-7.639439035606464,False,0
280,Monte_Carlo,-6.941075716648252,False,0
281,Monte_Carlo,-6.173017055670535,False,0
282,Monte_Carlo,-4.879576457396507,False,0
283,Monte_Carlo,-8.832941698357589,False,0
284,Monte_Carlo,-4.113753275481226,False,0
285,Monte_Carlo,-9.832922919331502,True,0
286,Monte_Carlo,-7.312499133049816,False,0
287,Monte_Carlo,-6.276355910921593,False,0
288,Monte_Carlo,-6.706611385170954,False,0
289,Monte_Carlo,-7.9717793277488305,False,0
290,Monte_Carlo,-7.391371150500185,False,0
291,Monte_Carlo,-7.790201308522366,False,0
292,Monte_Carlo,-7.925110659721896,False,0
293,Monte_Carlo,-5.910557064170565,False,0
294,Monte_Carlo,-6.600178319648934,False,0
295,Monte_Carlo,-8.070073433364916,False,0
296,Monte_Carlo,-5.840560174393449,False,0
297,Monte_Carlo,-6.669780670772747,False,0
298,Monte_Carlo,-5.961993033625456,False,0
299,Monte_Carlo,-6.2185196213069425,False,0
300,Monte_Carlo,-8.260593015290901,False,0
301,Monte_Carlo,-7.884253456275757,False,0
302,Monte_Carlo,-6.053788952827433,False,0
303,Monte_Carlo,-6.245481628393149,False,0
304,Monte_Carlo,-7.129262231549807,False,0
305,Monte_Carlo,-6.935741663367705,False,0
306,Monte_Carlo,-5.311269145896205,False,0
307,Monte_Carlo,-7.928199944370162,False,0
308,Monte_Carlo,-6.3340636663619465,False,0
309,Monte_Carlo,-7.383069713407451,False,0
310,Monte_Carlo,-7.404753684518108,False,0
311,Monte_Carlo,-5.561712407217934,False,0
312,Monte_Carlo,-5.944417111416758,False,0
313,Monte_Carlo,-5.961086509599106,False,0
314,Monte_Carlo,-5.2723296699839395,False,0
315,Monte_Carlo,-7.070594621714137,False,0
316,Monte_Carlo,-6.14526584018705,False,0
317,Monte_Carlo,-7.534373459230838,False,0
318,Monte_Carlo,-6.646167106516181,False,0
319,Monte_Carlo,-7.282200276114758,False,0
320,Monte_Carlo,-6.964205649010194,False,0
321,Monte_Carlo,-6.2667801643883205,False,0
322,Monte_Carlo,-8.24550895652686,False,0
323,Monte_Carlo,-4.170657814040355,False,0
324,Monte_Carlo,-8.508424334099583,False,0
325,Monte_Carlo,-8.799864057902825,False,0
326,Monte_Carlo,-5.4786447770999045,False,0
327,Monte_Carlo,-5.99167222845189,False,0
328,Monte_Carlo,-6.226232256126982,False,0
329,Monte_Carlo,-6.220316287030008,False,0
330,Monte_Carlo,-7.1171454819856805,False,0
331,Monte_Carlo,-8.356156120080163,False,0
332,Monte_Carlo,-6.993873618528783,False,0
333,Monte_Carlo,-8.048026396116956,False,0
334,Monte_Carlo,-5.7348323732151485,False,0
335,Monte_Carlo,-7.305880334102993,False,0
336,Monte_Carlo,-8.255696075509515,False,0
337,Monte_Carlo,-7.54994017831419,False,0
338,Monte_Carlo,-6.521895964014126,False,0
339,Monte_Carlo,-7.889214373925564,False,0
340,Monte_Carlo,-8.251108553793003,False,0
341,Monte_Carlo,-6.758837903911322,False,0
342,Monte_Carlo,-6.757046800447788,False,0
343,Monte_Carlo,-7.809720445519581,False,0
344,Monte_Carlo,-7.759453627865652,False,0
345,Monte_Carlo,-6.775130087699309,False,0
346,Monte_Carlo,-9.127318078096254,False,0
347,Monte_Carlo,-9.070449284127177,False,0
348,Monte_Carlo,-8.10582190975341,False,0
349,Monte_Carlo,-7.398826012396586,False,0
350,Monte_Carlo,-6.664729408162794,False,0
351,Monte_Carlo,-5.034501296270626,False,0
352,Monte_Carlo,-5.899276527517173,False,0
353,Monte_Carlo,-7.323913941948797,False,0
354,Monte_Carlo,-7.126622691063764,False,0
355,Monte_Carlo,-8.503541110492932,False,0
356,Monte_Carlo,-7.125918390389345,False,0
357,Monte_Carlo,-7.504122094488193,False,0
358,Monte_Carlo,-6.648194015526674,False,0
359,Monte_Carlo,-8.258123320973251,False,0
360,Monte_Carlo,-6.372914880062359,False,0
361,Monte_Carlo,-4.954165521796391,False,0
362,Monte_Carlo,-7.2522642078396,False,0
363,Monte_Carlo,-6.537603589061481,False,0
364,Monte_Carlo,-6.133798411604442,False,0
365,Monte_Carlo,-7.66170866064017,False,0
366,Monte_Carlo,-6.786270525465416,False,0
367,Monte_Carlo,-7.082370638905487,False,0
368,Monte_Carlo,-6.963253462031635,False,0
369,Monte_Carlo,-8.182213697397653,False,0
370,Monte_Carlo,-7.06568575603748,False,0
371,Monte_Carlo,-6.40280239225637,False,0
372,Monte_Carlo,-5.068398949086941,False,0
373,Monte_Carlo,-5.75702084348071,False,0
374,Monte_Carlo,-4.085544559483822,False,0
375,Monte_Carlo,-8.17428658804327,False,0
376,Monte_Carlo,-5.87875110859105,False,0
377,Monte_Carlo,-6.843321191966307,False,0
378,Monte_Carlo,-4.034275893495259,False,0
379,Monte_Carlo,-8.231617599497211,False,0
380,Monte_Carlo,-8.275610579053087,False,0
381,Monte_Carlo,-7.939149703621631,False,0
382,Monte_Carlo,-10.073454014033729,True,0
383,Monte_Carlo,-7.836057030353065,False,0
384,Monte_Carlo,-8.162785726175176,False,0
385,Monte_Carlo,-6.889448698933309,False,0
386,Monte_Carlo,-6.621541633911977,False,0
387,Monte_Carlo,-4.473360825097759,False,0
388,Monte_Carlo,-5.76940662653953,False,0
389,Monte_Carlo,-7.907665117927364,False,0
390,Monte_Carlo,-8.3577805398877,False,0
391,Monte_Carlo,-6.4113131598908915,False,0
392,Monte_Carlo,-8.948326489828899,False,0
393,Monte_Carlo,-4.535957727803904,False,0
394,Monte_Carlo,-5.448783830990198,False,0
395,Monte_Carlo,-7.756845912946586,False,0
396,Monte_Carlo,-9.498388340727228,True,0
397,Monte_Carlo,-5.204578676168422,False,0
398,Monte_Carlo,-7.260355783353664,False,0
399,Monte_Carlo,-5.3670571632371535,False,0
400,Monte_Carlo,-9.332198722312114,True,0
401,Monte_Carlo,-7.939125032135282,False,0
402,Monte_Carlo,-7.0926588203945435,False,0
403,Monte_Carlo,-7.034227168729361,False,0
404,Monte_Carlo,-7.730091660070941,False,0
405,Monte_Carlo,-6.228010094713501,False,0
406,Monte_Carlo,-8.594668601135632,False,0
407,Monte_Carlo,-7.29933127902981,False,0
408,Monte_Carlo,-6.931586115603341,False,0
409,Monte_Carlo,-6.379785632317751,False,0
410,Monte_Carlo,-6.103739170675554,False,0
411,Monte_Carlo,-8.674498928573016,False,0
412,Monte_Carlo,-9.247759839029872,True,0
413,Monte_Carlo,-5.311252449342087,False,0
414,Monte_Carlo,-6.6347603832285715,False,0
415,Monte_Carlo,-8.147881151179174,False,0
416,Monte_Carlo,-4.928387234268468,False,0
417,Monte_Carlo,-6.938055511989997,False,0
418,Monte_Carlo,-5.448983942310643,False,0
419,Monte_Carlo,-7.005474126025847,False,0
420,Monte_Carlo,-4.214952905165218,False,0
421,Monte_Carlo,-4.642522820579513,False,0
422,Monte_Carlo,-7.448549807870703,False,0
423,Monte_Carlo,-5.739800668663902,False,0
424,Monte_Carlo,-6.196473670580793,False,0
425,Monte_Carlo,-5.183915819454712,False,0
426,Monte_Carlo,-8.450892844812145,False,0
427,Monte_Carlo,-6.139527956002185,False,0
428,Monte_Carlo,-5.618205718410577,False,0
429,Monte_Carlo,-9.56223528099236,True,0
430,Monte_Carlo,-8.756561917732085,False,0
431,Monte_Carlo,-9.95492504886414,True,0
432,Monte_Carlo,-7.47716956822238,False,0
433,Monte_Carlo,-6.095440841885653,False,0
434,Monte_Carlo,-4.99670012706556,False,0
435,Monte_Carlo,-6.996267307412315,False,0
436,Monte_Carlo,-4.819938236200191,False,0
437,Monte_Carlo,-9.032142041500848,False,0
438,Monte_Carlo,-9.484735415097216,True,0
439,Monte_Carlo,-7.177766778455266,False,0
440,Monte_Carlo,-6.56230837148497,False,0
441,Monte_Carlo,-7.14577264733173,False,0
442,Monte_Carlo,-9.994418940055827,True,0
443,Monte_Carlo,-7.224768055317903,False,0
444,Monte_Carlo,-8.926257300706794,False,0
445,Monte_Carlo,-6.162458431637946,False,0
446,Monte_Carlo,-6.586762455464412,False,0
447,Monte_Carlo,-8.415831700858297,False,0
448,Monte_Carlo,-7.81941368427137,False,0
449,Monte_Carlo,-8.582898930644532,False,0
450,Monte_Carlo,-7.187750736182441,False,0
451,Monte_Carlo,-5.762800751298267,False,0
452,Monte_Carlo,-8.480016464869761,False,0
453,Monte_Carlo,-6.394334878275018,False,0
454,Monte_Carlo,-7.842360665721417,False,0
455,Monte_Carlo,-8.210021965167282,False,0
456,Monte_Carlo,-7.249842503936381,False,0
457,Monte_Carlo,-8.549339251387124,False,0
458,Monte_Carlo,-7.8751090274860545,False,0
459,Monte_Carlo,-8.777029049624387,False,0
460,Monte_Carlo,-4.349384813917055,False,0
461,Monte_Carlo,-7.05063102723958,False,0
462,Monte_Carlo,-8.07961571118962,False,0
463,Monte_Carlo,-6.800428124972089,False,0
464,Monte_Carlo,-7.257259269567161,False,0
465,Monte_Carlo,-7.409357439346512,False,0
466,Monte_Carlo,-6.240166619939204,False,0
467,Monte_Carlo,-6.039489205933773,False,0
468,Monte_Carlo,-7.842701606654738,False,0
469,Monte_Carlo,-7.906145536902551,False,0
470,Monte_Carlo,-7.485072376012301,False,0
471,Monte_Carlo,-10.322689630629817,True,0
472,Monte_Carlo,-9.221267487077974,False,0
473,Monte_Carlo,-5.186376025577665,False,0
474,Monte_Carlo,-4.797045201098203,False,0
475,Monte_Carlo,-7.448650455378929,False,0
476,Monte_Carlo,-6.292820251721927,False,0
477,Monte_Carlo,-6.6642497836390495,False,0
478,Monte_Carlo,-2.789566868162667,False,0
479,Monte_Carlo,-5.532595123991593,False,0
480,Monte_Carlo,-7.279084628073073,False,0
481,Monte_Carlo,-8.437756616840595,False,0
482,Monte_Carlo,-9.349024848360601,True,0
483,Monte_Carlo,-6.815150909785888,False,0
484,Monte_Carlo,-8.158891043398024,False,0
485,Monte_Carlo,-9.091155193436743,False,0
486,Monte_Carlo,-8.005202037939537,False,0
487,Monte_Carlo,-8.614167205060152,False,0
488,Monte_Carlo,-4.738001710898409,False,0
489,Monte_Carlo,-5.865704340270769,False,0
490,Monte_Carlo,-7.111161697843264,False,0
491,Monte_Carlo,-5.028078205553964,False,0
492,Monte_Carlo,-6.991684369293334,False,0
493,Monte_Carlo,-8.305797881859569,False,0
494,Monte_Carlo,-4.96762629182248,False,0
495,Monte_Carlo,-6.345525938841478,False,0
496,Monte_Carlo,-8.552144616057038,False,0
497,Monte_Carlo,-7.366474149317051,False,0
498,Monte_Carlo,-8.325865554738659,False,0
499,Monte_Carlo,-9.03591962335007,False,0
500,Monte_Carlo,-5.803351433455702,False,0
501,Monte_Carlo,-4.426816703341817,False,0
502,Monte_Carlo,-9.057994603346797,False,0
503,Monte_Carlo,-6.3118430686332,False,0
504,Monte_Carlo,-8.010899596770557,False,0
505,Monte_Carlo,-7.781975537270574,False,0
506,Monte_Carlo,-7.9293514939344165,False,0
507,Monte_Carlo,-8.309587077551742,False,0
508,Monte_Carlo,-7.032069720877242,False,0
509,Monte_Carlo,-8.263330162975453,False,0
510,Monte_Carlo,-6.7213604439082255,False,0
511,Monte_Carlo,-7.170333353228791,False,0
512,Monte_Carlo,-7.4345272656129735,False,0
513,Monte_Carlo,-8.370589126858237,False,0
514,Monte_Carlo,-7.9074798627956655,False,0
515,Monte_Carlo,-6.042452283843941,False,0
516,Monte_Carlo,-6.398715937325867,False,0
517,Monte_Carlo,-8.468577342717971,False,0
518,Monte_Carlo,-6.960934772399083,False,0
519,Monte_Carlo,-6.048058027279495,False,0
520,Monte_Carlo,-9.43716739356992,True,0
521,Monte_Carlo,-6.33929573066809,False,0
522,Monte_Carlo,-8.027673262524186,False,0
523,Monte_Carlo,-6.301161863969576,False,0
524,Monte_Carlo,-8.168562819159524,False,0
525,Monte_Carlo,-9.626834940930326,True,0
526,Monte_Carlo,-9.378559413036427,True,0
527,Monte_Carlo,-7.0326810746740644,False,0
528,Monte_Carlo,-6.736388497589925,False,0
529,Monte_Carlo,-8.366043275146172,False,0
530,Monte_Carlo,-6.205970557711677,False,0
531,Monte_Carlo,-9.426128087176544,True,0
532,Monte_Carlo,-7.192511718106243,False,0
533,Monte_Carlo,-8.795422679667439,False,0
534,Monte_Carlo,-8.012570550923023,False,0
535,Monte_Carlo,-7.03364186015702,False,0
536,Monte_Carlo,-8.304578711397532,False,0
537,Monte_Carlo,-7.638377761921755,False,0
538,Monte_Carlo,-5.691190067099783,False,0
539,Monte_Carlo,-7.907648617332407,False,0
540,Monte_Carlo,-5.9300310431088015,False,0
541,Monte_Carlo,-8.681589596520665,False,0
542,Monte_Carlo,-6.358274150918604,False,0
543,Monte_Carlo,-5.081803931078939,False,0
544,Monte_Carlo,-10.560302300178204,True,0
545,Monte_Carlo,-8.215653357658667,False,0
546,Monte_Carlo,-6.2920990219472435,False,0
547,Monte_Carlo,-7.384263540460189,False,0
548,Monte_Carlo,-6.580395777280168,False,0
549,Monte_Carlo,-7.945579261402148,False,0
550,Monte_Carlo,-6.97877429753794,False,0
551,Monte_Carlo,-7.317948129548911,False,0
552,Monte_Carlo,-5.46510511367627,False,0
553,Monte_Carlo,-6.743810819378301,False,0
554,Monte_Carlo,-6.627356273094716,False,0
555,Monte_Carlo,-7.676627752571454,False,0
556,Monte_Carlo,-7.782648713701491,False,0
557,Monte_Carlo,-7.705581462947469,False,0
558,Monte_Carlo,-6.547767000670384,False,0
559,Monte_Carlo,-7.6893782731483675,False,0
560,Monte_Carlo,-6.694315200345022,False,0
561,Monte_Carlo,-4.194438881896385,False,0
562,Monte_Carlo,-5.880425415195631,False,0
563,Monte_Carlo,-7.556432945034977,False,0
564,Monte_Carlo,-5.418300508970477,False,0
565,Monte_Carlo,-7.671305522230171,False,0
566,Monte_Carlo,-9.953374349248994,True,0
567,Monte_Carlo,-8.511320835284366,False,0
568,Monte_Carlo,-9.719108689436197,True,0
569,Monte_Carlo,-7.592118877657832,False,0
570,Monte_Carlo,-7.074214269134627,False,0
571,Monte_Carlo,-4.752987762814604,False,0
572,Monte_Carlo,-6.642301676730172,False,0
573,Monte_Carlo,-7.40674074033241,False,0
574,Monte_Carlo,-5.938832186343115,False,0
575,Monte_Carlo,-10.195589432611039,True,0
576,Monte_Carlo,-6.770139618648007,False,0
577,Monte_Carlo,-6.020788728558246,False,0
578,Monte_Carlo,-9.170020744091778,False,0
